url,Code
/spree/products/36/small/spree_tote_front.jpeg,1499978149
/spree/products/23/small/ror_bag.jpeg,1499978140
/spree/products/35/small/spree_bag.jpeg,1499978148
/spree/products/34/small/ruby_baseball.png,1499978147
